sentences,category
can you help me transfer rs 1400 to Juhi using vpa,Payment
can you make a quick payment of rs 750 to Vipul via upi,Payment
could you transfer rs 1000 to Shraddha using neft,Payment
would it be possible to make a payment of rs 560 to Aniket using imps,Payment
can you make a transfer of rs 880 to Meena via vpa,Payment
can you send rs 3100 to Aarti through upi,Payment
could you initiate imps transfer of rs 410 to Alok,Payment
can you please send rs 850 to Shikha via neft,Payment
would you pay rs 230 to Yash using vpa,Payment
can you make a payment of rs 1600 to Kritika through upi,Payment
could you make an imps payment to Manish for rs 900,Payment
can you help transfer rs 720 to Kavita via vpa,Payment
can you do a quick upi payment of rs 1350 to Arjun,Payment
could you send rs 550 to Neeraj using neft,Payment
can you initiate a payment to Ananya via imps for rs 2900,Payment
would you mind transferring rs 4400 to Mohini using upi,Payment
can you send a payment of rs 1990 to Gopal through vpa,Payment
could you take care of a payment of rs 280 to Harshit using neft,Payment
can you help me make a payment of rs 300 to Tanya via imps,Payment
would it be okay to send rs 1250 to Dev using upi,Payment
can you make a vpa payment of rs 3900 to Karan,Payment
could you transfer rs 350 to Ritu using imps,Payment
can you initiate a payment of rs 150 to Shreya through neft,Payment
could you send rs 2100 to Tarun using upi,Payment
would you be able to pay rs 490 to Iqra via vpa,Payment
can you do a neft transfer of rs 2600 to Swati,Payment
could you make a payment of rs 999 to Mitali via upi,Payment
can you take care of a payment to Shivani using vpa,Payment
would it be possible to pay rs 4700 to Jay via imps,Payment
can you transfer rs 2000 to Shravan using neft,Payment
could you send a payment of rs 870 to Deepika via upi,Payment
can you help process a payment of rs 620 to Ayesha using vpa,Payment
Transfer rs 1500 to my HDFC account,Self Transfer
Send 4000 rupees to my own account.,Self Transfer
Move rs 2500 from savings to my ICICI account.,Self Transfer
I'd like to transfer 8000 rupees to my other bank account.,Self Transfer
Send rs 600 from my account to my Axis Bank account.,Self Transfer
Make a self transfer of rs 2000.,Self Transfer
Move 500 rupees to my other account in SBI.,Self Transfer
Transfer rs 4500 from savings to PNB account.,Self Transfer
Self transfer rs 1200 to my HDFC account.,Self Transfer
Move rs 5000 to my alternate account.,Self Transfer
Please send rs 2200 to my ICICI account.,Self Transfer
Transfer funds to my own Axis Bank account.,Self Transfer
Send rupees 750 from my savings to my own account.,Self Transfer
I'd like to make a transfer of rs 3500 to my other bank.,Self Transfer
Please transfer 9800 rupees to my secondary account.,Self Transfer
Transfer rs 15000 to my other HDFC account.,Self Transfer
Move 200 rupees from my account to my SBI account.,Self Transfer
I'd like to do a self transfer of rs 8900.,Self Transfer
Self-transfer rs 10000 from savings to my PNB account.,Self Transfer
Transfer rs 9999 to my other account from this one.,Self Transfer
Initiate a transfer of rs 6400 to my personal ICICI account.,Self Transfer
Transfer rs 3700 to my linked SBI account.,Self Transfer
Please transfer 1100 rupees to my own account.,Self Transfer
Move 27000 rupees from checking to my Axis Bank account.,Self Transfer
Self-transfer rs 3300 from my account to another one of mine.,Self Transfer
Send rs 5100 to my own HDFC account.,Self Transfer
Transfer rs 7200 to my other PNB account.,Self Transfer
I want to move rs 4100 to my second account.,Self Transfer
Make a transfer of 8500 rupees from my account to my own account.,Self Transfer
Shift rs 1300 to my linked account.,Self Transfer
Send rupees 2400 to my second SBI account.,Self Transfer
Transfer rs 1999 to my alternate account.,Self Transfer
Self transfer rs 2900 to HDFC account.,Self Transfer
Move 8700 rupees to my personal account.,Self Transfer
Please transfer rs 300 to my ICICI Bank account.,Self Transfer
I need to transfer rs 350 to my own Axis account.,Self Transfer
Move 10000 rupees from savings to my second account.,Self Transfer
Transfer rs 7600 to my account ending in 4567.,Self Transfer
Send rs 2300 to my PNB account.,Self Transfer
I want to transfer 3800 rupees to myself.,Self Transfer
Transfer rs 4000 to my other account.,Self Transfer
Send rs 1900 to my linked bank account.,Self Transfer
Transfer rs 5600 to my account in ICICI.,Self Transfer
Please move rs 2800 to my second HDFC account.,Self Transfer
Transfer rs 3300 to my own savings account.,Self Transfer
I'd like to transfer 6000 rupees to another of my accounts.,Self Transfer
Send rs 4300 to my secondary account.,Self Transfer
Move rs 2100 from my account to PNB.,Self Transfer
Transfer rs 30000 to my other bank account.,Self Transfer
Please transfer rs 2700 to my HDFC account.,Self Transfer
Transfer 8800 rupees to my own ICICI account.,Self Transfer
I’d like to transfer rs 100 to my linked account.,Self Transfer
Move 9200 rupees to my SBI account.,Self Transfer
Send rs 7000 to my alternate Axis Bank account.,Self Transfer
Shift 8900 rupees to my other personal account.,Self Transfer
Transfer rs 990 to my own HDFC account.,Self Transfer
Self-transfer rs 7100 to my second PNB account.,Self Transfer
Move rs 1600 to my bank account.,Self Transfer
Send rs 450 to my other SBI account.,Self Transfer
I'd like to send rs 8000 to my ICICI account.,Self Transfer
Transfer rs 5200 to my alternate bank account.,Self Transfer
Move 1750 rupees from savings to my linked HDFC account.,Self Transfer
Transfer rs 6200 to my own PNB account.,Self Transfer
Self transfer 3000 rupees to ICICI.,Self Transfer
Move rs 1250 to my other account.,Self Transfer
Transfer 14000 rupees from my current account to HDFC.,Self Transfer
Please send 7700 rupees to my own savings account.,Self Transfer
Send rs 2000 to my second Axis account.,Self Transfer
Transfer rs 8600 to another account under my name.,Self Transfer
Move 3400 rupees to my ICICI account.,Self Transfer
I need to transfer 11000 rupees to my alternate SBI account.,Self Transfer
Transfer rs 1900 to my personal HDFC account.,Self Transfer
Move 4700 rupees to my linked Axis Bank account.,Self Transfer
Please send 10000 rupees to my own ICICI account.,Self Transfer
I want to self-transfer rs 4200.,Self Transfer
Transfer rs 2950 to my own account at PNB.,Self Transfer
Send 3300 rupees from my account to my second bank account.,Self Transfer
Move rs 870 to my personal Axis account.,Self Transfer
Please transfer 4900 rupees to my secondary account.,Self Transfer
I'd like to send rs 8200 to my HDFC account.,Self Transfer
Self transfer rs 710 to my ICICI Bank account.,Self Transfer
Send 3500 rupees from my savings to my other account.,Self Transfer
Move rs 150 to my second account.,Self Transfer
Transfer 27000 rupees to my own SBI account.,Self Transfer
Move 6900 rupees to my alternate personal account.,Self Transfer
Send rs 210 to my linked PNB account.,Self Transfer
Please transfer rs 1800 to my Axis account.,Self Transfer
Send rs 3999 from my account to my own.,Self Transfer
Move rs 720 to my HDFC account.,Self Transfer
Transfer rs 920 to my own ICICI Bank account.,Self Transfer
I'd like to self-transfer 15000 rupees to my PNB account.,Self Transfer
Move rs 4400 to my other savings account.,Self Transfer
Please initiate a transfer of rs 13000 to my secondary bank.,Self Transfer
Transfer rs 560 to my linked Axis Bank account.,Self Transfer
I want to move rs 1030 to my SBI account.,Self Transfer
Send rs 6000 to my alternate HDFC account.,Self Transfer
Please transfer rs 8100 to my personal ICICI account.,Self Transfer
Move 350 rupees to my other bank account.,Self Transfer
Transfer rs 2750 to my second PNB account.,Self Transfer
I want to do a self transfer of rs 999 to my own account.,Self Transfer
Send 1500 rupees from my SBI account to my HDFC account,Self Transfer
Please move 4000 rs from my Axis Bank account to my ICICI Bank,Self Transfer
Shift 2500 rupees from my Indian Bank to my Union Bank account,Self Transfer
Kindly pay 2000 Rs. from my Citi Bank account into my Kotak Bank,Self Transfer
Make a self-transfer of 1000 rupees from my IDFC account to my Bandhan Bank,Self Transfer
Can you process 5500 rs from my Canara Bank to my DCB Bank account?,Self Transfer
I want to move 3500 rupees from my Federal Bank to my Indian Overseas Bank,Self Transfer
Send 7000 rs from my PNB account to my Airtel Payments Bank,Self Transfer
Pay 9500 rupees from my Yes Bank account into my UCO Bank,Self Transfer
Shift 8000 Rs. from my SBI Bank to my Axis account,Self Transfer
Initiate transfer of 1200 rupees from my HSBC to my South Indian Bank,Self Transfer
Debit 3000 rs from my Paytm Payments Bank and credit to my Citi account,Self Transfer
Send 6500 rupees from my Jana Small Finance Bank to my IndusInd account,Self Transfer
Please move 5000 Rs. from my Karur Vysya Bank to my Equitas Bank account,Self Transfer
Do a payment of 4500 rupees from my South Indian Bank to my Bandhan Bank account,Self Transfer
Transfer 9000 rs from my AU Small Finance Bank to my Indian Bank account,Self Transfer
Transfer 1800 rupees from my Ujjivan Small Finance Bank to my ICICI Bank,Self Transfer
Move 6200 Rs. from my IDBI Bank account to my Kotak Bank account,Self Transfer
Pay 2000 rupees from my Axis account into my HDFC account,Self Transfer
Send 4000 rupees from my Indian Overseas Bank to my Canara Bank,Self Transfer
I’d like to transfer 3500 Rs. from my PNB to my Federal Bank,Self Transfer
Kindly send 2700 rupees from my South Indian Bank to my Union Bank,Self Transfer
Move 5800 rupees from my Airtel Payments Bank to my Bandhan account,Self Transfer
Shift 7200 rs from my Equitas account to my SBI account,Self Transfer
Transfer 3000 Rs. from my HDFC account to my ICICI Bank,Self Transfer
Please initiate 4200 rupees from my Kotak account to my Axis account,Self Transfer
Send 1500 rs from my Yes Bank account to my DCB Bank,Self Transfer
I'd like to do a self-transfer of 800 rupees from my IDFC account to my Citi Bank,Self Transfer
Transfer 9300 rupees from my IndusInd Bank to my Jana Small Finance Bank,Self Transfer
Move 2000 Rs. from my Paytm Bank account to my South Indian Bank,Self Transfer
Kindly shift 3600 rs from my HSBC account to my Indian Bank,Self Transfer
Make a payment of 2700 rupees from my Indian Bank to my PNB account,Self Transfer
Send 4900 rupees from my Axis Bank to my AU Small Finance Bank,Self Transfer
Do a transfer of 6100 Rs. from my Union Bank to my SBI account,Self Transfer
Move 3400 rupees from my SBI account to my Equitas Bank,Self Transfer
Pay 2300 rs from my ICICI account to my HDFC Bank account,Self Transfer
I’d like to shift 8800 rupees from my DCB Bank to my Canara Bank,Self Transfer
Transfer 5700 Rs. from my Jana Small Finance Bank to my UCO Bank,Self Transfer
Please make a payment of 3100 rupees from my Federal Bank to my Axis account,Self Transfer
Shift 2700 Rs. from my IDBI Bank to my Airtel Payments Bank,Self Transfer
Move 3300 rupees from my Yes Bank account to my IndusInd account,Self Transfer
Transfer 2400 rupees from my Indian Overseas Bank to my HSBC account,Self Transfer
Send 1200 rs from my Citi Bank to my South Indian Bank,Self Transfer
Please pay 2000 rupees from my Bandhan Bank to my ICICI Bank,Self Transfer
Send 4100 Rs. from my Equitas Bank to my Kotak account,Self Transfer
Move 3500 rupees from my Canara Bank to my AU Small Finance Bank,Self Transfer
Shift 4600 rupees from my IDFC Bank account to my PNB account,Self Transfer
Transfer 3900 Rs. from my Union Bank to my Jana Small Finance Bank,Self Transfer
Make a self transfer of 5200 rupees from my HSBC account to my Citi Bank,Self Transfer
Send 6100 rupees from my South Indian Bank to my IDBI Bank,Self Transfer
Pay 4900 rs from my Airtel Payments Bank to my Axis Bank,Self Transfer
Please move 5600 Rs. from my Axis account to my DCB Bank,Self Transfer
Do a transfer of 3300 rupees from my HDFC Bank to my Indian Bank,Self Transfer
Send 2800 rs from my Indian Bank to my Bandhan account,Self Transfer
Transfer 1400 rupees from my PNB to my Federal Bank account,Self Transfer
Shift 9000 Rs. from my SBI Bank to my UCO Bank,Self Transfer
Send 7200 rupees from my Yes Bank account to my Canara Bank,Self Transfer
I want to transfer 2100 rs from my Jana Bank to my South Indian Bank,Self Transfer
Make a payment of 3400 rupees from my ICICI account to my IDFC account,Self Transfer
Transfer 3900 Rs. from my Airtel Bank to my Citi account,Self Transfer
Send 6700 rupees from my Equitas Bank to my HSBC Bank,Self Transfer
Please transfer 1500 Rs. from my IndusInd account to my Kotak Bank,Self Transfer
Send 7800 rupees from my Federal Bank to my Indian Overseas Bank,Self Transfer
Shift 4300 rs from my DCB Bank to my Axis Bank,Self Transfer
Do a self-transfer of 3100 rupees from my Union Bank to my AU Small Finance Bank,Self Transfer
Move 2000 rupees from my South Indian Bank to my Paytm Bank,Self Transfer
Pay 3700 Rs. from my HSBC account to my Indian Bank,Self Transfer
Transfer 5400 rupees from my Kotak Bank to my HDFC Bank,Self Transfer
Move 4800 rs from my Jana Small Finance Bank to my SBI account,Self Transfer
Please shift 3000 rupees from my PNB to my Citi Bank account,Self Transfer
Send 5900 Rs. from my Axis account to my IndusInd Bank,Self Transfer
Initiate 1800 rupees from my Bandhan Bank to my UCO Bank,Self Transfer
Make a transfer of 4600 rs from my Canara Bank to my ICICI account,Self Transfer
Send 3300 rupees from my DCB Bank to my Airtel Bank,Self Transfer
Move 2500 Rs. from my Paytm Bank to my Kotak Bank,Self Transfer
Transfer 3900 rupees from my AU Small Finance Bank to my HSBC account,Self Transfer
Shift 4100 rupees from my SBI to my Jana Bank account,Self Transfer
Please move 2800 Rs. from my South Indian Bank to my Bandhan Bank,Self Transfer
Do a self-transfer of 3500 rupees from my Federal Bank to my Axis Bank,Self Transfer
Pay 7000 rs from my IDBI account to my ICICI Bank,Self Transfer
Send 1600 rupees from my Citi Bank to my PNB,Self Transfer
Make a transfer of 5000 Rs. from my Equitas account to my Indian Bank,Self Transfer
Shift 2400 rupees from my UCO Bank to my IndusInd account,Self Transfer
Send 3200 rs from my Union Bank to my Axis Bank,Self Transfer
Transfer 3900 rupees from my Airtel Bank to my South Indian Bank,Self Transfer
Please pay 1800 Rs. from my Kotak account to my HDFC account,Self Transfer
Send 2900 rupees from my IDFC account to my HSBC Bank,Self Transfer
Move 5300 rs from my Yes Bank account to my Citi Bank,Self Transfer
Do a transfer of 3000 rupees from my SBI account to my Axis Bank,Self Transfer
Pay 4100 Rs. from my Canara Bank to my AU Small Finance Bank,Self Transfer
Shift 6200 rupees from my Indian Overseas Bank to my ICICI Bank,Self Transfer
Send 3500 rs from my Jana Small Finance Bank to my Federal Bank,Self Transfer
Transfer 2700 rupees from my Airtel Bank to my PNB,Self Transfer
Make a payment of 1200 Rs. from my Equitas account to my UCO Bank,Self Transfer
Help me pay some money,Payment
Help me send some cash,Payment
Help me transfer an amount,Payment
I need to pay money,Payment
Help me with a payment,Payment
Can you assist in paying money?,Payment
Assist me with paying some amount,Payment
I want to pay some cash,Payment
Help me in cash transfer,Payment
Need to pay someone money,Payment
Help me to make a payment,Payment
I need help transferring money,Payment
Help me give some amount,Payment
I need help with a money transfer,Payment
Help me in paying some funds,Payment
I want to send some money,Payment
Help with paying someone,Payment
Help me make a money transfer,Payment
Can you help me send funds?,Payment
Assist me in transferring an amount,Payment
I want to transfer some cash,Payment
Help me send out some money,Payment
I need to send some cash,Payment
Help me process a payment,Payment
I need help paying this amount,Payment
Help me send money to someone,Payment
Help me pay an amount,Payment
I need to make a cash transfer,Payment
Assist me with sending some money,Payment
I need help paying funds,Payment
Please help with this money transfer,Payment
Help me to send a small amount,Payment
Help me settle this amount,Payment
I want to give someone money,Payment
Help me in sending this money,Payment
Can you help with cash payment?,Payment
I need help to send an amount,Payment
Help me get this money paid,Payment
Help me release some cash,Payment
Please assist in sending an amount,Payment
Assist me with this transaction,Payment
Help me dispatch some funds,Payment
I want help in sending cash,Payment
Help me make a fund transfer,Payment
Help me pay a bit of money,Payment
Sunny 2 lakh,Payment
"Riya 50,000",Payment
"Aman 10,000",Payment
Priya 5 lakh,Payment
"Rohit 1,25,000",Payment
"Neha 75,000",Payment
Karan 3 lakh,Payment
"Anjali 90,000",Payment
"Deepak 4,50,000",Payment
"Meena 60,000",Payment
Raj 1 crore,Payment
"Simran 20,000",Payment
"Mohan 2,30,000",Payment
Kavita 7 lakh,Payment
"Arjun 1,00,000",Payment
"Pooja 3,25,000",Payment
"Tushar 5,500",Payment
Divya 6 lakh,Payment
"Nikhil 80,000",Payment
"Sakshi 9,999",Payment
"Send ₹10,000 via IMPS",Payment
Make an IMPS payment to Raj,Payment
Transfer the money instantly using IMPS,Payment
Pay 5k to Neha through IMPS,Payment
Do an IMPS transfer now,Payment
"Help me send ₹2,000 using IMPS",Payment
Make an IMPS payment urgently,Payment
I want to pay him with IMPS,Payment
Please initiate an IMPS transaction,Payment
Can I use IMPS to pay Arjun?,Payment
Pay ₹2 lakh via RTGS,Payment
Transfer funds to Priya using RTGS,Payment
I want to send ₹3.5 lakh through RTGS,Payment
Help me make an RTGS payment,Payment
"Send Rs. 5,000 via Immediate Payment Service",Payment
"I want to pay Rs. 10,000 through Immediate Payment Service",Payment
"Make a payment of Rs. 2,500 using Immediate Payment Service",Payment
"Transfer Rs. 3,000 via Immediate Payment Service",Payment
"Pay Rs. 1,000 to Raj using Immediate Payment Service",Payment
"Help me send Rs. 4,200 through Immediate Payment Service",Payment
"Use Immediate Payment Service to pay Rs. 6,000",Payment
"Can you do an Immediate Payment Service transfer of Rs. 8,000?",Payment
"Please send Rs. 2,300 via Immediate Payment Service",Payment
"I need to transfer Rs. 1,500 using Immediate Payment Service",Payment
Transfer Rs. 2 lakh via Real-Time Gross Settlement,Payment
Pay Rs. 3.5 lakh through Real-Time Gross Settlement,Payment
Make a Real-Time Gross Settlement payment of Rs. 1.2 lakh,Payment
Help me with Rs. 4 lakh using Real-Time Gross Settlement,Payment
I want to send Rs. 5 lakh via Real-Time Gross Settlement,Payment
Use Real-Time Gross Settlement to pay Rs. 2.25 lakh,Payment
Send Rs. 3 lakh using Real-Time Gross Settlement,Payment
Please do a Real-Time Gross Settlement transfer of Rs. 6.5 lakh,Payment
Pay Rs. 1.8 lakh through Real-Time Gross Settlement,Payment
Transfer Rs. 7 lakh to Karan via Real-Time Gross Settlement,Payment
"Send Rs. 10,000 via National Electronic Funds Transfer",Payment
"I want to transfer Rs. 15,000 using National Electronic Funds Transfer",Payment
"Make a National Electronic Funds Transfer of Rs. 12,500",Payment
"Pay Rs. 20,000 through National Electronic Funds Transfer",Payment
"Help me send Rs. 18,000 using National Electronic Funds Transfer",Payment
"Use National Electronic Funds Transfer to pay Rs. 14,000",Payment
"Can you do a National Electronic Funds Transfer of Rs. 11,000?",Payment
"I need to transfer Rs. 25,000 via National Electronic Funds Transfer",Payment
"Pay Rs. 9,000 using National Electronic Funds Transfer",Payment
"Send Rs. 22,000 through National Electronic Funds Transfer",Payment
"Immediate Payment Service for Rs. 3,000 please",Payment
"Rs. 1,00,000 via Real-Time Gross Settlement urgently",Payment
"Need to use National Electronic Funds Transfer for Rs. 16,000",Payment
"Can I make an Immediate Payment Service transfer of Rs. 7,500?",Payment
Send Rs. 2.5 lakh with Real-Time Gross Settlement,Payment
"Help me pay Rs. 13,000 through National Electronic Funds Transfer",Payment
Real-Time Gross Settlement transfer needed for Rs. 6 lakh,Payment
"Use Immediate Payment Service to send Rs. 4,400",Payment
"Pay Rs. 19,000 through National Electronic Funds Transfer",Payment
I’m doing a Real-Time Gross Settlement payment of Rs. 2.75 lakh,Payment
I want to check the funds in my account.,CheckBalance
Show me the current amount I have.,CheckBalance
Can you tell me my account balance?,CheckBalance
What's the total money I have right now?,CheckBalance
How much do I have in my savings?,CheckBalance
Let me know the current funds.,CheckBalance
Display my account funds.,CheckBalance
I'd like to know my account balance.,CheckBalance
Tell me how much money is available.,CheckBalance
Check how much I have in my account.,CheckBalance
What are the current funds in my account?,CheckBalance
I'd like to see my available balance.,CheckBalance
Give me the details of my funds.,CheckBalance
Can you check my balance please?,CheckBalance
What is my available balance today?,CheckBalance
Show how much cash I have right now.,CheckBalance
I need to see my funds.,CheckBalance
Tell me the current money in my bank account.,CheckBalance
Check my account's current balance.,CheckBalance
Give me the amount I currently hold.,CheckBalance
i want to see current funds i have.,CheckBalance
What's my balance in Punjab National Bank?,CheckBalance
Show me the balance in my Bank of Baroda account.,CheckBalance
Can you check my Canara Bank balance?,CheckBalance
Tell me my Union Bank of India balance.,CheckBalance
Balance check for Indian Bank please.,CheckBalance
How much money is in my Central Bank of India account?,CheckBalance
Get my Bank of Maharashtra account balance.,CheckBalance
I want to know my balance in UCO Bank.,CheckBalance
Check the balance in my Indian Overseas Bank account.,CheckBalance
What’s my balance with Punjab & Sind Bank?,CheckBalance
Show my HDFC Bank account balance.,CheckBalance
What’s in my ICICI Bank savings?,CheckBalance
How much do I have in Axis Bank?,CheckBalance
Can I check my balance in Kotak Mahindra Bank?,CheckBalance
Get me my Yes Bank balance.,CheckBalance
Tell me the balance in my IndusInd Bank account.,CheckBalance
Balance check for IDFC First Bank.,CheckBalance
I want to know my balance in RBL Bank.,CheckBalance
What’s left in my South Indian Bank account?,CheckBalance
Please check my DCB Bank balance.,CheckBalance
Show me the balance in my AU Small Finance Bank.,CheckBalance
Get the balance from Equitas Small Finance Bank.,CheckBalance
Can I know my Ujjivan Bank account balance?,CheckBalance
What’s the current balance in Jana Small Finance Bank?,CheckBalance
Please fetch balance for Suryoday Small Finance Bank.,CheckBalance
Balance check for ESAF Bank account.,CheckBalance
I want to check my account balance in North East Small Finance Bank.,CheckBalance
Tell me how much I have in Tamilnad Mercantile Bank.,CheckBalance
Can you show balance for Karnataka Bank account?,CheckBalance
Show my City Union Bank balance.,CheckBalance
Balance inquiry for Saraswat Bank.,CheckBalance
What’s in my account at Cosmos Bank?,CheckBalance
Check my balance in Abhyudaya Co-operative Bank.,CheckBalance
Show me the balance in my Jalgaon People’s Bank.,CheckBalance
How much is there in my Maharashtra Gramin Bank account?,CheckBalance
Check my balance for SBI.,CheckBalance
Show balance in my nationalized bank account.,CheckBalance
Balance for my scheduled bank account?,CheckBalance
How much money do I have in my rural bank?,CheckBalance
What’s the available amount in my regional bank?,CheckBalance
Get HDFC balance.,CheckBalance
Axis account balance check.,CheckBalance
ICICI Bank balance now.,CheckBalance
Balance in Kotak Bank please.,CheckBalance
Tell me IndusInd account balance.,CheckBalance
Balance for my Canara Bank account ending 7890.,CheckBalance
How much do I have in my Axis Bank salary account?,CheckBalance
Fetch my SBI account balance linked to this number.,CheckBalance
Balance in ICICI savings as of today.,CheckBalance
Show me today’s balance in my IDFC account.,CheckBalance
Check my account transaction details,Transaction History
Show transaction history for HDFC account,Transaction History
Give me recent transactions from SBI,Transaction History
What are my last few transactions in ICICI?,Transaction History
Show my Axis Bank transaction details,Transaction History
View transaction list for my bank account,Transaction History
Tell me my Punjab National Bank transactions,Transaction History
Display recent transactions in my account,Transaction History
I want to see my UCO Bank transactions,Transaction History
Fetch my Canara Bank transaction history,Transaction History
Check my last transactions from Kotak,Transaction History
List my recent IDFC account transactions,Transaction History
Show me what I spent recently in Bank of Baroda,Transaction History
Provide transaction summary for my account,Transaction History
Show transaction records from Union Bank,Transaction History
Find my latest transactions from Yes Bank,Transaction History
Retrieve last 5 transactions in Central Bank of India,Transaction History
Get my recent account statement,Transaction History
Do I have any money left?,CheckBalance
What's my current balance?,CheckBalance
Check how much cash I have.,CheckBalance
Tell me my bank balance.,CheckBalance
What's the amount left in my account?,CheckBalance
Show me my available funds.,CheckBalance
"Quick money check, please.",CheckBalance
How much do I have in my wallet?,CheckBalance
Can you tell me my cash status?,CheckBalance
Look up my balance right now.,CheckBalance
I want to see how much money is left.,CheckBalance
Do a quick balance check.,CheckBalance
Let me know my remaining funds.,CheckBalance
Am I low on cash?,CheckBalance
Check my savings balance.,CheckBalance
What's left in my main account?,CheckBalance
How much do I currently have?,CheckBalance
Is there any money in my account?,CheckBalance
"Balance enquiry, please.",CheckBalance
Can you do a balance check for me?,CheckBalance
Put money on my phone,Recharge
Add balance to my phone,Recharge
Top up my mobile,Recharge
Put talktime on my number,Recharge
Add credit to my mobile,Recharge
Load money on my prepaid number,Recharge
Top up my prepaid mobile,Recharge
Add funds to my mobile account,Recharge
Put talktime on my mobile,Recharge
Add balance to my number,Recharge
Make a payment of 1000 rupees to Anil via U.P.I,Payment
Send 500 rupees to Meena using U.P.I,Payment
Transfer 2000 rupees to Ramesh through U.P.I,Payment
Pay 750 rupees to Suresh via U.P.I,Payment
Send 1200 rupees to Priya using U.P.I,Payment
Transfer 900 rupees to Rohit through U.P.I,Payment
Pay 300 rupees to Neha via U.P.I,Payment
Make a payment of 1500 rupees to Kiran using U.P.I,Payment
Send 2500 rupees to Rahul through U.P.I,Payment
Transfer 400 rupees to Sneha via U.P.I,Payment
I want to see if my last payment was successful,Transaction History
Check whether my last transaction went through,Transaction History
Can you confirm if the payment I made was processed,Transaction History
I need to verify if my recent payment went through,Transaction History
See if the transaction I did yesterday was completed,Transaction History
Please check if my last transfer was successful,Transaction History
I want to know if my payment has gone through,Transaction History
Confirm whether the amount I sent was received,Transaction History
Find out if my last transaction was successful,Transaction History
Tell me if my payment has been processed,Transaction History
Move money to other account,Self Transfer
Send funds to another account,Self Transfer
Transfer money to other account,Self Transfer
Shift balance to another account,Self Transfer
Move funds to second account,Self Transfer
Send amount to another account,Self Transfer
Transfer funds to different account,Self Transfer
Move balance to another account,Self Transfer
Send money to second account,Self Transfer
Shift money to other account,Self Transfer
Send balance to another account,Self Transfer
Transfer money to alternate account,Self Transfer
Move amount to other account,Self Transfer
Send funds to secondary account,Self Transfer
Shift funds to another account,Self Transfer
Move cash to other account,Self Transfer
Transfer cash to another account,Self Transfer
Send amount to secondary account,Self Transfer
Shift balance to second account,Self Transfer
Move funds to alternate account,Self Transfer
Send money to different account,Self Transfer
Transfer balance to another account,Self Transfer
Shift amount to other account,Self Transfer
Move funds into another account,Self Transfer
Send cash to other account,Self Transfer
Shift money into second account,Self Transfer
Transfer amount to alternate account,Self Transfer
Move balance into another account,Self Transfer
Send amount into secondary account,Self Transfer
Transfer funds into second account,Self Transfer
Move money to other account,Self Transfer
Transfer 500 rupees from my savings account to HDFC account,Self Transfer
Send 2000 rupees to my other bank account,Self Transfer
I want to move funds to my own account,Self Transfer
Transfer 1500 rupees from my SBI account to ICICI account,Self Transfer
Send money to my self account,Self Transfer
Move 3000 rupees to my personal account,Self Transfer
Please transfer 700 rupees to my HDFC account from my savings account,Self Transfer
Send funds to my other account,Self Transfer
Make a transfer of 2500 rupees to my PNB account from my account,Self Transfer
Shift 5000 rupees to my Axis Bank account,Self Transfer
Transfer 800 rupees to my own bank account,Self Transfer
Move 1000 rupees from my savings account to my checking account,Self Transfer
Send money to my personal bank account,Self Transfer
Transfer 4000 rupees to my Kotak account from my account,Self Transfer
Send funds to my secondary account,Self Transfer
Move 600 rupees to my other bank account,Self Transfer
Transfer 3500 rupees from my current account to my SBI account,Self Transfer
I would like to send 900 rupees to my HDFC account,Self Transfer
Make a self transfer of 1200 rupees to my other account,Self Transfer
Transfer 200 rupees from my account to my PNB account,Self Transfer
Move 750 rupees to my own SBI account,Self Transfer
Send 100 rupees to my ICICI account from my bank,Self Transfer
Please transfer 1600 rupees to my self account,Self Transfer
I want to send 4500 rupees to my personal HDFC account,Self Transfer
Shift 250 rupees to my other savings account,Self Transfer
Transfer 3700 rupees from my SBI account to my ICICI account,Self Transfer
Move 6000 rupees to my Axis account from my bank,Self Transfer
Send 500 rupees to my own Kotak account,Self Transfer
Please transfer 2200 rupees to my secondary bank account,Self Transfer
I need to check if a payment went through,Transaction History
Show me my recent transaction history,Transaction History
Can you confirm if my last payment was successful,Transaction History
Display the last few transactions on my account,Transaction History
I want to see if my recent transaction went through,Transaction History
Please show my past payment history,Transaction History
I need to review the last transactions made,Transaction History
Let me check the status of my last payment,Transaction History
I’d like to see my previous transaction,Transaction History
I need to check if a payment went through,Transaction History
Can you show me the history of my recent payments,Transaction History
I want to verify if my payment has been processed,Transaction History
Display all payments I made this week,Transaction History
Show my transaction records for the last few days,Transaction History
Pull up my payment history from yesterday,Transaction History
I want to confirm if the transfer I made went through,Transaction History
Could you show me my latest transaction details,Transaction History
I want to see the last payment I made,Transaction History
Check if the transaction I did yesterday was successful,Transaction History
Show me all the recent payments I’ve made,Transaction History
I need to check if a payment went through,Transaction History
Make payment of 500 using my account,Payment
Pay 1200 using my account,Payment
Do transfer of 700 using my account,Payment
Debit 3000 using my account,Payment
Please send 450 using my account,Payment
Transfer 2000 using my account,Payment
Pay 999 using my account,Payment
Do a 1500 payment using my account,Payment
Make 2500 transfer using my account,Payment
Debit 800 using my account,Payment
Pay 6000 using my own account,Payment
Make transfer of 120 using my own account,Payment
Send 4500 using my own account,Payment
Please debit 250 using my own account,Payment
Do 700 payment using my own account,Payment
Make 1750 transfer using my own account,Payment
Pay 300 using my own account,Payment
